TIME,DEPTH
15.4503,248.779
15.4603,248.779
15.4703,248.779
15.4803,248.779
15.4903,248.779
15.5003,248.779
15.5103,248.779
15.5203,248.779
15.5303,248.779
15.5403,248.776
15.5503,248.776
15.5603,248.776
15.5703,248.776
15.5803,248.776
15.5903,248.776
15.6003,248.776
15.6103,248.776
15.6203,248.776
15.6303,248.776
15.6403,248.773
15.6503,248.773
15.6603,248.773
15.6703,248.773
15.6803,248.773
15.6903,248.773
15.7003,248.773
15.7103,248.773
15.7203,248.773
15.7303,248.773
15.7403,248.77
15.7503,248.77
15.7603,248.77
15.7703,248.77
15.7803,248.77
15.7903,248.77
15.8003,248.77
15.8103,248.77
15.8203,248.77
15.8303,248.77
15.8403,248.767
15.8503,248.767
15.8603,248.767
15.8703,248.767
15.8803,248.767
15.8903,248.767
15.9003,248.767
15.9103,248.767
15.9203,248.767
15.9303,248.767
15.9403,248.763
15.9503,248.763
15.9603,248.763
15.9703,248.763
15.9803,248.763
15.9903,248.763
16.0003,248.763
16.0103,248.763
16.0203,248.763
16.0303,248.763
16.0403,248.76
16.0503,248.76
16.0603,248.76
16.0703,248.76
16.0803,248.76
16.0903,248.76
16.1003,248.76
16.1103,248.76
16.1203,248.76
16.1303,248.76
16.1403,248.757
16.1503,248.757
16.1603,248.757
16.1703,248.757
16.1803,248.757
16.1903,248.757
16.2003,248.757
16.2103,248.757
16.2203,248.757
16.2303,248.757
16.2403,248.754
16.2503,248.754
16.2603,248.754
16.2703,248.754
16.2803,248.754
16.2903,248.754
16.3003,248.754
16.3103,248.754
16.3203,248.754
16.3303,248.754
16.3403,248.751
16.3503,248.751
16.3603,248.751
16.3703,248.751
16.3803,248.751
16.3903,248.751
16.4003,248.751
16.4103,248.751
16.4203,248.751
16.4303,248.751
16.4403,248.748
16.4503,248.748
16.4603,248.748
16.4703,248.748
16.4803,248.748
16.4903,248.748
16.5003,248.748
16.5103,248.748
16.5203,248.748
16.5303,248.748
16.5403,248.745
16.5503,248.745
16.5603,248.745
16.5703,248.745
16.5803,248.745
16.5903,248.745
16.6003,248.745
16.6103,248.745
16.6203,248.745
16.6303,248.745
16.6403,248.742
16.6503,248.742
16.6603,248.742
16.6703,248.742
16.6803,248.742
16.6903,248.742
16.7003,248.742
16.7103,248.742
16.7203,248.742
16.7303,248.742
16.7403,248.739
16.7503,248.739
16.7603,248.739
16.7703,248.739
16.7803,248.739
16.7903,248.739
16.8003,248.739
16.8103,248.739
16.8203,248.739
16.8303,248.739
16.8403,248.736
16.8503,248.736
16.8603,248.736
16.8703,248.736
16.8803,248.736
16.8903,248.736
16.9003,248.736
16.9103,248.736
16.9203,248.736
16.9303,248.736
16.9403,248.733
16.9503,248.733
16.9603,248.733
16.9703,248.733
16.9803,248.733
16.9903,248.733
17.0003,248.733
17.0103,248.733
17.0203,248.733
17.0303,248.733
17.0403,248.73
17.0503,248.73
17.0603,248.73
17.0703,248.73
17.0803,248.73
17.0903,248.73
17.1003,248.73
17.1103,248.73
17.1203,248.73
17.1303,248.73
17.1403,248.727
17.1503,248.727
17.1603,248.727
17.1703,248.727
17.1803,248.727
17.1903,248.727
17.2003,248.727
17.2103,248.727
17.2203,248.727
17.2303,248.727
17.2403,248.724
17.2503,248.724
17.2603,248.724
17.2703,248.724
17.2803,248.724
17.2903,248.724
17.3003,248.724
17.3103,248.724
17.3203,248.724
17.3303,248.724
17.3403,248.721
17.3503,248.721
17.3603,248.721
17.3703,248.721
17.3803,248.721
17.3903,248.721
17.4003,248.721
17.4103,248.721
17.4203,248.721
17.4303,248.721
17.4403,248.718
17.4503,248.718
17.4603,248.718
17.4703,248.718
17.4803,248.718
17.4903,248.718
17.5003,248.718
17.5103,248.718
17.5203,248.718
17.5303,248.718
17.5403,248.716
17.5503,248.716
17.5603,248.716
17.5703,248.716
17.5803,248.716
17.5903,248.716
17.6003,248.716
17.6103,248.716
17.6203,248.716
17.6303,248.716
17.6403,248.713
17.6503,248.713
17.6603,248.713
17.6703,248.713
17.6803,248.713
17.6903,248.713
17.7003,248.713
17.7103,248.713
17.7203,248.713
17.7303,248.713
17.7403,248.71
17.7503,248.71
17.7603,248.71
17.7703,248.71
17.7803,248.71
17.7903,248.71
17.8003,248.71
17.8103,248.71
17.8203,248.71
17.8303,248.71
17.8403,248.707
17.8503,248.707
17.8603,248.707
17.8703,248.707
17.8803,248.707
17.8903,248.707
17.9003,248.707
17.9103,248.707
17.9203,248.707
17.9303,248.707
17.9403,248.705
17.9503,248.705
17.9603,248.705
17.9703,248.705
17.9803,248.705
17.9903,248.705
18.0003,248.705
18.0103,248.705
18.0203,248.705
18.0303,248.705
18.0403,248.702
18.0503,248.702
18.0603,248.702
18.0703,248.702
18.0803,248.702
18.0903,248.702
18.1003,248.702
18.1103,248.702
18.1203,248.702
18.1303,248.702
18.1403,248.7
18.1503,248.7
18.1603,248.7
18.1703,248.7
18.1803,248.7
18.1903,248.7
18.2003,248.7
18.2103,248.7
18.2203,248.7
18.2303,248.7
18.2403,248.697
18.2503,248.697
18.2603,248.697
18.2703,248.697
18.2803,248.697
18.2903,248.697
18.3003,248.697
18.3103,248.697
18.3203,248.697
18.3303,248.697
18.3403,248.695
18.3503,248.695
18.3603,248.695
18.3703,248.695
18.3803,248.695
18.3903,248.695
18.4003,248.695
18.4103,248.695
18.4203,248.695
18.4303,248.695
18.4403,248.692
18.4503,248.692
18.4603,248.692
18.4703,248.692
18.4803,248.692
18.4903,248.692
18.5003,248.692
18.5103,248.692
18.5203,248.692
18.5303,248.692
18.5403,248.69
18.5503,248.69
18.5603,248.69
18.5703,248.69
18.5803,248.69
18.5903,248.69
18.6003,248.69
18.6103,248.69
18.6203,248.69
18.6303,248.69
18.6403,248.688
18.6503,248.688
18.6603,248.688
18.6703,248.688
18.6803,248.688
18.6903,248.688
18.7003,248.688
18.7103,248.688
18.7203,248.688
18.7303,248.688
18.7403,248.685
18.7503,248.685
18.7603,248.685
18.7703,248.685
18.7803,248.685
18.7903,248.685
18.8003,248.685
18.8103,248.685
18.8203,248.685
18.8303,248.685
18.8403,248.683
18.8503,248.683
18.8603,248.683
18.8703,248.683
18.8803,248.683
18.8903,248.683
18.9003,248.683
18.9103,248.683
18.9203,248.683
18.9303,248.683
18.9403,248.681
18.9503,248.681
18.9603,248.681
18.9703,248.681
18.9803,248.681
18.9903,248.681
19.0003,248.681
19.0103,248.681
19.0203,248.681
19.0303,248.681
19.0403,248.679
19.0503,248.679
19.0603,248.679
19.0703,248.679
19.0803,248.679
19.0903,248.679
19.1003,248.679
19.1103,248.679
19.1203,248.679
19.1303,248.679
19.1403,248.677
19.1503,248.677
19.1603,248.677
19.1703,248.677
19.1803,248.677
19.1903,248.677
19.2003,248.677
19.2103,248.677
19.2203,248.677
19.2303,248.677
19.2403,248.675
19.2503,248.675
19.2603,248.675
19.2703,248.675
19.2803,248.675
19.2903,248.675
19.3003,248.675
19.3103,248.675
19.3203,248.675
19.3303,248.675
19.3403,248.675
19.3503,248.673
19.3603,248.673
19.3703,248.673
19.3803,248.673
19.3903,248.673
19.4003,248.673
19.4103,248.673
19.4203,248.673
19.4303,248.673
19.4403,248.671
19.4503,248.671
19.4604,248.671
19.4704,248.671
19.4804,248.671
19.4904,248.671
19.5004,248.671
19.5104,248.671
19.5204,248.671
19.5304,248.671
19.5404,248.669
19.5504,248.669
19.5604,248.669
19.5704,248.669
19.5804,248.669
19.5904,248.669
19.6004,248.669
19.6104,248.669
19.6204,248.669
19.6304,248.669
19.6404,248.667
19.6504,248.667
19.6604,248.667
19.6704,248.667
19.6804,248.667
19.6904,248.667
19.7004,248.667
19.7104,248.667
19.7204,248.667
19.7304,248.667
19.7404,248.665
19.7504,248.665
19.7604,248.665
19.7704,248.665
19.7804,248.665
19.7904,248.665
19.8004,248.665
19.8104,248.665
19.8204,248.665
19.8304,248.665
19.8404,248.664
19.8504,248.664
19.8604,248.664
19.8704,248.664
19.8804,248.664
19.8904,248.664
19.9004,248.664
19.9104,248.664
19.9204,248.664
19.9304,248.664
19.9404,248.662
19.9504,248.662
19.9604,248.662
19.9704,248.662
19.9804,248.662
19.9904,248.662
20.0004,248.662
20.0104,248.662
20.0204,248.662
20.0304,248.662
20.0404,248.66
20.0504,248.66
20.0604,248.66
20.0704,248.66
20.0804,248.66
20.0904,248.66
20.1004,248.66
20.1104,248.66
20.1204,248.66
20.1304,248.66
20.1404,248.659
20.1504,248.659
20.1604,248.659
20.1704,248.659
20.1804,248.659
20.1904,248.659
20.2004,248.659
20.2104,248.659
20.2204,248.659
20.2304,248.659
20.2404,248.657
20.2504,248.657
20.2604,248.657
20.2704,248.657
20.2804,248.657
20.2904,248.657
20.3004,248.657
20.3104,248.657
20.3204,248.657
20.3304,248.657
20.3404,248.656
20.3504,248.656
20.3604,248.656
20.3704,248.656
20.3804,248.656
20.3904,248.656
20.4004,248.656
20.4104,248.656
20.4204,248.656
20.4304,248.656
20.4404,248.654
20.4504,248.654
20.4604,248.654
20.4704,248.654
20.4804,248.654
20.4904,248.654
20.5004,248.654
20.5104,248.654
20.5204,248.654
20.5304,248.654
20.5404,248.653
20.5504,248.653
20.5604,248.653
20.5704,248.653
20.5804,248.653
20.5904,248.653
20.6004,248.653
20.6104,248.653
20.6204,248.653
20.6304,248.653
20.6404,248.652
20.6504,248.652
20.6604,248.652
20.6704,248.652
20.6804,248.652
20.6904,248.652
20.7004,248.652
20.7104,248.652
20.7204,248.652
20.7304,248.652
20.7404,248.65
20.7504,248.65
20.7604,248.65
20.7704,248.65
20.7804,248.65
20.7904,248.65
20.8004,248.65
20.8104,248.65
20.8204,248.65
20.8304,248.65
20.8404,248.649
20.8504,248.649
20.8604,248.649
20.8704,248.649
20.8804,248.649
20.8904,248.649
20.9004,248.649
20.9104,248.649
20.9204,248.649
20.9304,248.649
20.9404,248.648
20.9504,248.648
20.9604,248.648
20.9704,248.648
20.9804,248.648
20.9904,248.648
21.0004,248.648
21.0104,248.648
21.0204,248.648
21.0304,248.648
21.0404,248.647
21.0504,248.647
21.0604,248.647
21.0704,248.647
21.0804,248.647
21.0904,248.647
21.1004,248.647
21.1104,248.647
21.1204,248.647
21.1304,248.647
21.1404,248.646
21.1504,248.646
21.1604,248.646
21.1704,248.646
21.1804,248.646
21.1904,248.646
21.2004,248.646
21.2104,248.646
21.2204,248.646
21.2304,248.646
21.2404,248.644
21.2504,248.644
21.2604,248.644
21.2704,248.644
21.2804,248.644
21.2904,248.644
21.3004,248.644
21.3104,248.644
21.3204,248.644
21.3304,248.644
21.3404,248.643
21.3504,248.643
21.3604,248.643
21.3704,248.643
21.3804,248.643
21.3904,248.643
21.4004,248.643
21.4104,248.643
21.4204,248.643
21.4304,248.643
21.4404,248.642
21.4504,248.642
21.4604,248.642
21.4704,248.642
21.4804,248.642
21.4904,248.642
21.5004,248.642
21.5104,248.642
21.5204,248.642
21.5304,248.642
21.5404,248.641
21.5504,248.641
21.5604,248.641
21.5704,248.641
21.5804,248.641
21.5904,248.641
21.6004,248.641
21.6104,248.641
21.6204,248.641
21.6304,248.641
21.6404,248.641
21.6504,248.641
21.6604,248.641
21.6704,248.641
21.6804,248.641
21.6904,248.641
21.7004,248.641
21.7104,248.641
21.7204,248.641
21.7304,248.641
21.7404,248.64
21.7504,248.64
21.7604,248.64
21.7704,248.64
21.7804,248.64
21.7904,248.64
21.8004,248.64
21.8104,248.64
21.8204,248.64
21.8304,248.64
21.8404,248.639
21.8504,248.639
21.8604,248.639
21.8704,248.639
21.8804,248.639
21.8904,248.639
21.9004,248.639
21.9104,248.639
21.9204,248.639
21.9304,248.639
21.9404,248.638
21.9504,248.638
21.9604,248.638
21.9704,248.638
21.9804,248.638
21.9904,248.638
22.0004,248.638
22.0104,248.638
22.0204,248.638
22.0304,248.638
22.0404,248.637
22.0504,248.637
22.0604,248.637
22.0704,248.637
22.0804,248.637
22.0904,248.637
22.1004,248.637
22.1104,248.637
22.1204,248.637
22.1304,248.637
22.1404,248.636
22.1504,248.636
22.1604,248.636
22.1704,248.636
22.1804,248.636
22.1904,248.636
22.2004,248.636
22.2104,248.636
22.2204,248.636
22.2304,248.636
22.2404,248.636
22.2504,248.636
22.2604,248.636
22.2704,248.636
22.2804,248.636
22.2904,248.636
22.3004,248.636
22.3104,248.636
22.3204,248.636
22.3304,248.636
22.3404,248.635
22.3504,248.635
22.3604,248.635
22.3704,248.635
22.3804,248.635
22.3904,248.635
22.4004,248.635
22.4104,248.635
22.4204,248.635
22.4304,248.635
22.4404,248.634
22.4504,248.634
22.4604,248.634
22.4704,248.634
22.4804,248.634
22.4904,248.634
22.5004,248.634
22.5104,248.634
22.5204,248.634
22.5304,248.634
22.5404,248.634
22.5504,248.634
22.5604,248.634
22.5704,248.634
22.5804,248.634
22.5904,248.634
22.6004,248.634
22.6104,248.634
22.6204,248.634
22.6304,248.634
22.6404,248.633
22.6504,248.633
22.6604,248.633
22.6704,248.633
22.6804,248.633
22.6904,248.633
22.7004,248.633
22.7104,248.633
22.7204,248.633
22.7304,248.633
22.7404,248.633
22.7504,248.633
22.7604,248.633
22.7704,248.633
22.7804,248.633
22.7904,248.633
22.8004,248.633
22.8104,248.633
22.8204,248.633
22.8304,248.633
22.8404,248.632
22.8504,248.632
22.8604,248.632
22.8704,248.632
22.8804,248.632
22.8904,248.632
22.9004,248.632
22.9104,248.632
22.9204,248.632
22.9304,248.632
22.9404,248.632
22.9504,248.632
22.9604,248.632
22.9704,248.632
22.9804,248.632
22.9904,248.632
23.0004,248.632
23.0104,248.632
23.0204,248.632
23.0304,248.632
23.0404,248.631
23.0504,248.631
23.0604,248.631
23.0704,248.631
23.0804,248.631
23.0904,248.631
23.1004,248.631
23.1104,248.631
23.1204,248.631
23.1304,248.631
23.1404,248.631
23.1504,248.631
23.1604,248.631
23.1704,248.631
23.1804,248.631
23.1904,248.631
23.2004,248.631
23.2104,248.631
23.2204,248.631
23.2304,248.631
23.2404,248.63
23.2504,248.63
23.2604,248.63
23.2704,248.63
23.2804,248.63
23.2904,248.63
23.3004,248.63
23.3104,248.63
23.3204,248.63
23.3304,248.63
23.3404,248.63
23.3504,248.63
23.3604,248.63
23.3704,248.63
23.3804,248.63
23.3904,248.63
23.4004,248.63
23.4104,248.63
23.4204,248.63
23.4304,248.63
23.4404,248.629
23.4504,248.629
23.4604,248.629
23.4704,248.629
23.4804,248.629
23.4904,248.629
23.5004,248.629
23.5104,248.629
23.5204,248.629
23.5304,248.629
23.5404,248.629
23.5504,248.629
23.5604,248.629
23.5704,248.629
23.5804,248.629
23.5904,248.629
23.6004,248.629
23.6104,248.629
23.6204,248.629
23.6304,248.629
23.6404,248.629
23.6504,248.629
23.6604,248.629
23.6704,248.629
23.6804,248.629
23.6904,248.629
23.7004,248.629
23.7104,248.629
23.7204,248.629
23.7304,248.629
23.7404,248.628
23.7504,248.628
23.7604,248.628
23.7704,248.628
23.7804,248.628
23.7904,248.628
23.8004,248.628
23.8104,248.628
23.8204,248.628
23.8305,248.628
23.8405,248.628
23.8505,248.628
23.8605,248.628
23.8705,248.628
23.8805,248.628
23.8905,248.628
23.9005,248.628
23.9105,248.628
23.9205,248.628
23.9305,248.628
23.9405,248.628
23.9505,248.628
23.9605,248.628
23.9705,248.628
23.9805,248.628
23.9905,248.628
24.0005,248.628
24.0105,248.628
24.0205,248.628
24.0305,248.628
24.0405,248.628
24.0505,248.628
24.0605,248.628
24.0705,248.628
24.0805,248.628
24.0905,248.628
24.1005,248.628
24.1105,248.628
24.1205,248.628
24.1305,248.628
24.1405,248.627
24.1505,248.627
24.1605,248.627
24.1705,248.627
24.1805,248.627
24.1905,248.627
24.2005,248.627
24.2105,248.627
24.2205,248.627
24.2305,248.627
24.2405,248.627
24.2505,248.627
24.2605,248.627
24.2705,248.627
24.2805,248.627
24.2905,248.627
24.3005,248.627
24.3105,248.627
24.3205,248.627
24.3305,248.627
24.3405,248.627
24.3505,248.627
24.3605,248.627
24.3705,248.627
24.3805,248.627
24.3905,248.627
24.4005,248.627
24.4105,248.627
24.4205,248.627
24.4305,248.627
24.4405,248.627
24.4505,248.627
24.4605,248.627
24.4705,248.627
24.4805,248.627
24.4905,248.627
24.5005,248.627
24.5105,248.627
24.5205,248.627
24.5305,248.627
24.5405,248.627
24.5505,248.627
24.5605,248.627
24.5705,248.627
24.5805,248.627
24.5905,248.627
24.6005,248.627
24.6105,248.627
24.6205,248.627
24.6305,248.627
24.6405,248.627
24.6505,248.627
24.6605,248.627
24.6705,248.627
24.6805,248.627
24.6905,248.627
24.7005,248.627
24.7105,248.627
24.7205,248.627
24.7305,248.627
24.7405,248.626
24.7505,248.626
24.7605,248.626
24.7705,248.626
24.7805,248.626
24.7905,248.626
24.8005,248.626
24.8105,248.626
24.8205,248.626
24.8305,248.626
24.8405,248.626
24.8505,248.626
24.8605,248.626
24.8705,248.626
24.8805,248.626
24.8905,248.626
24.9005,248.626
24.9105,248.626
24.9205,248.626
24.9305,248.626
24.9405,248.626
24.9505,248.626
24.9605,248.626
24.9705,248.626
24.9805,248.626
24.9905,248.626
25.0005,248.626
25.0105,248.626
25.0205,248.626
25.0305,248.626
25.0405,248.626
25.0505,248.626
25.0605,248.626
25.0705,248.626
25.0805,248.626
25.0905,248.626
25.1005,248.626
25.1105,248.626
25.1205,248.626
25.1305,248.626
25.1405,248.626
25.1505,248.626
25.1605,248.626
25.1705,248.626
25.1805,248.626
25.1905,248.626
25.2005,248.626
25.2105,248.626
25.2205,248.626
25.2305,248.626
25.2405,248.626
25.2505,248.626
25.2605,248.626
25.2705,248.626
25.2805,248.626
25.2905,248.626
25.3005,248.626
25.3105,248.626
25.3205,248.626
25.3305,248.626
25.3405,248.626
25.3505,248.626
25.3605,248.626
25.3705,248.626
25.3805,248.626
25.3905,248.626
25.4005,248.626
25.4105,248.626
25.4205,248.626
25.4305,248.626
25.4405,248.626
25.4505,248.626
25.4605,248.626
25.4705,248.626
25.4805,248.626
25.4905,248.626
25.5005,248.626
25.5105,248.626
25.5205,248.626
25.5305,248.626
25.5405,248.626
25.5505,248.626
25.5605,248.626
25.5705,248.626
25.5805,248.626
25.5905,248.626
25.6005,248.626
25.6105,248.626
25.6205,248.626
25.6305,248.626
25.6405,248.626
25.6505,248.626
25.6605,248.626
25.6705,248.626
25.6805,248.626
25.6905,248.626
25.7005,248.626
25.7105,248.626
25.7205,248.626
25.7305,248.626
25.7405,248.626
25.7505,248.626
25.7605,248.626
25.7705,248.626
25.7805,248.626
25.7905,248.626
25.8005,248.626
25.8105,248.626
25.8205,248.626
25.8305,248.626
25.8405,248.626
25.8505,248.626
25.8605,248.626
25.8705,248.626
25.8805,248.626
25.8905,248.626
25.9005,248.626
25.9105,248.626
25.9205,248.626
25.9305,248.626
25.9405,248.626
25.9505,248.626
25.9605,248.626
25.9705,248.626
25.9805,248.626
25.9905,248.626
26.0005,248.626
26.0105,248.626
26.0205,248.626
26.0305,248.626
26.0405,248.626
26.0505,248.626
26.0605,248.626
26.0705,248.626
26.0805,248.626
26.0905,248.626
26.1005,248.626
26.1105,248.626
26.1205,248.626
26.1305,248.626
26.1405,248.626
26.1505,248.626
26.1605,248.626
26.1705,248.626
26.1805,248.626
26.1905,248.626
26.2005,248.626
26.2105,248.626
26.2205,248.626
26.2305,248.626
26.2405,248.626
26.2505,248.626
26.2605,248.626
26.2705,248.626
26.2805,248.626
26.2905,248.626
26.3005,248.626
26.3105,248.626
26.3205,248.626
26.3305,248.626
26.3405,248.626
26.3505,248.626
26.3605,248.626
26.3705,248.626
26.3805,248.626
26.3905,248.626
26.4005,248.626
26.4105,248.626
26.4205,248.626
26.4305,248.626
26.4405,248.626
26.4505,248.626
26.4605,248.626
26.4705,248.626
26.4805,248.626
26.4905,248.626
26.5005,248.626
26.5105,248.626
26.5205,248.626
26.5305,248.626
26.5405,248.626
26.5505,248.626
26.5605,248.626
26.5705,248.626
26.5805,248.626
26.5905,248.626
26.6005,248.626
26.6105,248.626
26.6205,248.626
26.6305,248.626
26.6405,248.626
26.6505,248.626
26.6605,248.626
26.6705,248.626
26.6805,248.626
26.6905,248.626
26.7005,248.626
26.7105,248.626
26.7205,248.626
26.7305,248.626
26.7405,248.626
26.7505,248.626
26.7605,248.626
26.7705,248.626
26.7805,248.626
26.7905,248.626
26.8005,248.626
26.8105,248.626
26.8205,248.626
26.8305,248.626
26.8405,248.627
26.8505,248.627
26.8605,248.627
26.8705,248.627
26.8805,248.627
26.8905,248.627
26.9005,248.627
26.9105,248.627
26.9205,248.627
26.9305,248.627
26.9405,248.627
26.9505,248.627
26.9605,248.627
26.9705,248.627
26.9805,248.627
26.9905,248.627
27.0005,248.627
27.0105,248.627
27.0205,248.627
27.0305,248.627
27.0405,248.627
27.0505,248.627
27.0605,248.627
27.0705,248.627
27.0805,248.627
27.0905,248.627
27.1005,248.627
27.1105,248.627
27.1205,248.627
27.1305,248.627
27.1405,248.627
27.1505,248.627
27.1605,248.627
27.1705,248.627
27.1805,248.627
27.1905,248.627
27.2005,248.627
27.2105,248.627
27.2205,248.627
27.2305,248.627
27.2405,248.627
27.2505,248.627
27.2605,248.627
27.2705,248.627
27.2805,248.627
27.2905,248.627
27.3005,248.627
27.3105,248.627
27.3205,248.627
27.3305,248.627
27.3405,248.627
27.3505,248.627
27.3605,248.627
27.3705,248.627
27.3805,248.627
27.3905,248.627
27.4005,248.627
27.4105,248.627
27.4205,248.627
27.4305,248.627
27.4405,248.627
27.4505,248.627
27.4605,248.627
27.4705,248.627
27.4805,248.627
27.4905,248.627
27.5005,248.627
27.5105,248.627
27.5205,248.627
27.5305,248.627
27.5405,248.627
27.5505,248.627
27.5605,248.627
27.5705,248.627
27.5805,248.627
27.5905,248.627
27.6005,248.627
27.6105,248.627
27.6205,248.627
27.6305,248.627
27.6405,248.627
27.6505,248.627
27.6605,248.627
27.6705,248.627
27.6805,248.627
27.6905,248.627
27.7005,248.627
27.7105,248.627
27.7205,248.627
27.7305,248.627
27.7405,248.628
27.7505,248.628
27.7605,248.628
27.7705,248.628
27.7805,248.628
27.7905,248.628
27.8005,248.628
27.8105,248.628
27.8205,248.628
27.8305,248.628
27.8405,248.628
27.8505,248.628
27.8605,248.628
27.8705,248.628
27.8805,248.628
27.8905,248.628
27.9005,248.628
27.9105,248.628
27.9205,248.628
27.9305,248.628
27.9405,248.628
27.9505,248.628
27.9605,248.628
27.9705,248.628
27.9805,248.628
27.9905,248.628
28.0005,248.628
28.0105,248.628
28.0205,248.628
28.0305,248.628
28.0405,248.628
28.0505,248.628
28.0605,248.628
28.0705,248.628
28.0805,248.628
28.0905,248.628
28.1005,248.628
28.1105,248.628
28.1205,248.628
28.1305,248.628
28.1405,248.628
28.1505,248.628
28.1605,248.628
28.1705,248.628
28.1805,248.628
28.1905,248.628
28.2006,248.628
28.2106,248.628
28.2206,248.628
28.2306,248.628
28.2406,248.628
28.2506,248.628
28.2606,248.628
28.2706,248.628
28.2806,248.628
28.2906,248.628
28.3006,248.628
28.3106,248.628
28.3206,248.628
28.3306,248.628
28.3406,248.628
28.3506,248.628
28.3606,248.628
28.3706,248.628
28.3806,248.628
28.3906,248.628
28.4006,248.628
28.4106,248.628
28.4206,248.628
28.4306,248.628
28.4406,248.628
28.4506,248.628
28.4606,248.628
28.4706,248.628
28.4806,248.628
28.4906,248.628
28.5006,248.628
28.5106,248.628
28.5206,248.628
28.5306,248.628
28.5406,248.629
28.5506,248.629
28.5606,248.629
28.5706,248.629
28.5806,248.629
28.5906,248.629
28.6006,248.629
28.6106,248.629
28.6206,248.629
28.6306,248.629
28.6406,248.629
28.6506,248.629
28.6606,248.629
28.6706,248.629
28.6806,248.629
28.6906,248.629
28.7006,248.629
28.7106,248.629
28.7206,248.629
28.7306,248.629
28.7406,248.629
28.7506,248.629
28.7606,248.629
28.7706,248.629
28.7806,248.629
28.7906,248.629
28.8006,248.629
28.8106,248.629
28.8206,248.629
28.8306,248.629
28.8406,248.629
28.8506,248.629
28.8606,248.629
28.8706,248.629
28.8806,248.629
28.8906,248.629
28.9006,248.629
28.9106,248.629
28.9206,248.629
28.9306,248.629
28.9406,248.629
28.9506,248.629
28.9606,248.629
28.9706,248.629
28.9806,248.629
28.9906,248.629
29.0006,248.629
29.0106,248.629
29.0206,248.629
29.0306,248.629
29.0406,248.629
29.0506,248.629
29.0606,248.629
29.0706,248.629
29.0806,248.629
29.0906,248.629
29.1006,248.629
29.1106,248.629
29.1206,248.629
29.1306,248.629
29.1406,248.629
29.1506,248.629
29.1606,248.629
29.1706,248.629
29.1806,248.629
29.1906,248.629
29.2006,248.629
29.2106,248.629
29.2206,248.629
29.2306,248.629
29.2406,248.63
29.2506,248.63
29.2606,248.63
29.2706,248.63
29.2806,248.63
29.2906,248.63
29.3006,248.63
29.3106,248.63
29.3206,248.63
29.3306,248.63
29.3406,248.63
29.3506,248.63
29.3606,248.63
29.3706,248.63
29.3806,248.63
29.3906,248.63
29.4006,248.63
29.4106,248.63
29.4206,248.63
29.4306,248.63
29.4406,248.63
29.4506,248.63
29.4606,248.63
29.4706,248.63
29.4806,248.63
29.4906,248.63
29.5006,248.63
29.5106,248.63
29.5206,248.63
29.5306,248.63
29.5406,248.63
29.5506,248.63
29.5606,248.63
29.5706,248.63
29.5806,248.63
29.5906,248.63
29.6006,248.63
29.6106,248.63
29.6206,248.63
29.6306,248.63
29.6406,248.63
29.6506,248.63
29.6606,248.63
29.6706,248.63
29.6806,248.63
29.6906,248.63
29.7006,248.63
29.7106,248.63
29.7206,248.63
29.7306,248.63
29.7406,248.63
29.7506,248.63
29.7606,248.63
29.7706,248.63
29.7806,248.63
29.7906,248.63
29.8006,248.63
29.8106,248.63
29.8206,248.63
29.8306,248.63
29.8406,248.63
29.8506,248.63
29.8606,248.63
29.8706,248.63
29.8806,248.63
29.8906,248.63
29.9006,248.63
29.9106,248.63
29.9206,248.63
29.9306,248.63
29.9406,248.63
29.9506,248.63
29.9606,248.63
29.9706,248.63
29.9806,248.63
29.9906,248.63
30.0006,248.63
30.0106,248.63
30.0206,248.63
30.0306,248.63
30.0406,248.631
30.0506,248.631
30.0606,248.631
30.0706,248.631
30.0806,248.631
30.0906,248.631
30.1006,248.631
30.1106,248.631
30.1206,248.631
30.1306,248.631
30.1406,248.631
30.1506,248.631
30.1606,248.631
30.1706,248.631
30.1806,248.631
30.1906,248.631
30.2006,248.631
30.2106,248.631
30.2206,248.631
30.2306,248.631
30.2406,248.631
30.2506,248.631
30.2606,248.631
30.2706,248.631
30.2806,248.631
30.2906,248.631
30.3006,248.631
30.3106,248.631
30.3206,248.631
30.3306,248.631
30.3406,248.631
30.3506,248.631
30.3606,248.631
30.3706,248.631
30.3806,248.631
30.3906,248.631
30.4006,248.631
30.4106,248.631
30.4206,248.631
30.4306,248.631
30.4406,248.631
30.4506,248.631
30.4606,248.631
30.4706,248.631
30.4806,248.631
30.4906,248.631
30.5006,248.631
30.5106,248.631
30.5206,248.631
30.5306,248.631
30.5406,248.631
30.5506,248.631
30.5606,248.631
30.5706,248.631
30.5806,248.631
30.5906,248.631
30.6006,248.631
30.6106,248.631
30.6206,248.631
30.6306,248.631
30.6406,248.631
30.6506,248.631
30.6606,248.631
30.6706,248.631
30.6806,248.631
30.6906,248.631
30.7006,248.631
30.7106,248.631
30.7206,248.631
30.7306,248.631
30.7406,248.631
30.7506,248.631
30.7606,248.631
30.7706,248.631
30.7806,248.631
30.7906,248.631
30.8006,248.631
30.8106,248.631
30.8206,248.631
30.8306,248.631
30.8406,248.631
30.8506,248.631
30.8606,248.631
30.8706,248.631
30.8806,248.631
30.8906,248.631
30.9006,248.631
30.9106,248.631
30.9206,248.631
30.9306,248.631
30.9406,248.632
30.9506,248.632
30.9606,248.632
30.9706,248.632
30.9806,248.632
